timestep,mean_fractional_change,median_fractional_change,p25_fractional_change,p75_fractional_change,iqr_fractional_change,n_files
5850,-0.12061789946345716,-0.12,-0.17740683229813667,-0.07407407407407407,0.1033327582240626,250
5900,-0.12232627591999629,-0.12,-0.18181818181818177,-0.07407407407407407,0.1077441077441077,250
5950,-0.12387010468382507,-0.1206060606060606,-0.18181818181818177,-0.07692307692307687,0.1048951048951049,250
6000,-0.12570626166524523,-0.125,-0.18434343434343436,-0.07692307692307687,0.10742035742035749,250
6050,-0.12800035037846436,-0.125,-0.18518518518518523,-0.07692307692307687,0.10826210826210836,250
6100,-0.12889273761488385,-0.13043478260869568,-0.18518518518518523,-0.07692307692307687,0.10826210826210836,250
6150,-0.1295325644547107,-0.1333333333333333,-0.18818818818818817,-0.07692307692307687,0.1112651112651113,250
6200,-0.1300833000094785,-0.1333333333333333,-0.18876689189189186,-0.07692307692307687,0.11184381496881499,250
6250,-0.13161897012367804,-0.1333333333333333,-0.19015444015444014,-0.07692307692307687,0.11323136323136326,250
6300,-0.1336939818772873,-0.1342342342342342,-0.19184981684981683,-0.07999999999999996,0.11184981684981687,250
6350,-0.13418349236679775,-0.1342342342342342,-0.1923076923076923,-0.07999999999999996,0.11230769230769233,250
6400,-0.135087919149822,-0.13574938574938572,-0.19807692307692304,-0.07999999999999996,0.11807692307692308,250
6450,-0.13614103624206952,-0.13636363636363635,-0.19999999999999996,-0.07999999999999996,0.12,250
6500,-0.1371868110993961,-0.13636363636363635,-0.19999999999999996,-0.07999999999999996,0.12,250
6550,-0.13836176495435,-0.13714733542319751,-0.19999999999999996,-0.07999999999999996,0.12,250
